Name;Station;Time;Precipitation;Air temperature;Maximum mean wind speed;Weather
Bergen - Florida;SN50540;15.02.2023 22:00;0.9;5.7;7.4;9
Bergen - Florida;SN50540;15.02.2023 23:00;0.3;5.3;6.7;-
Bergen - Florida;SN50540;16.02.2023 00:00;0.7;5.6;6.2;-
Bergen - Florida;SN50540;16.02.2023 01:00;0;6.1;6.9;-
Bergen - Florida;SN50540;16.02.2023 02:00;0;6.2;8.2;-
Bergen - Florida;SN50540;16.02.2023 03:00;0.4;6.6;7.6;-
Bergen - Florida;SN50540;16.02.2023 04:00;2.5;6.7;7.9;-
Bergen - Florida;SN50540;16.02.2023 05:00;0.4;7;3.1;-
Bergen - Florida;SN50540;16.02.2023 06:00;0;6.5;2.6;-
Bergen - Florida;SN50540;16.02.2023 07:00;0.1;6;3.5;4
Bergen - Florida;SN50540;16.02.2023 08:00;0;5.5;2.6;-
Bergen - Florida;SN50540;16.02.2023 09:00;0;5.4;3.5;-
Bergen - Florida;SN50540;16.02.2023 10:00;0;5.9;3.2;4
Bergen - Florida;SN50540;16.02.2023 11:00;0;6.3;2.6;-
Bergen - Florida;SN50540;16.02.2023 12:00;0;8.1;3.3;-
Bergen - Florida;SN50540;16.02.2023 13:00;0;7.7;5;4
Bergen - Florida;SN50540;16.02.2023 14:00;0;7.3;5.2;-
Bergen - Florida;SN50540;16.02.2023 15:00;0;7.2;3.5;-
Bergen - Florida;SN50540;16.02.2023 16:00;0.1;6.1;4.3;5
Bergen - Florida;SN50540;16.02.2023 17:00;0;5.9;3.7;-
Bergen - Florida;SN50540;16.02.2023 18:00;0.3;4.2;7.4;-
Bergen - Florida;SN50540;16.02.2023 19:00;0.3;4.7;5;5
Bergen - Florida;SN50540;16.02.2023 20:00;0.2;5.3;4.5;-
Bergen - Florida;SN50540;16.02.2023 21:00;2.4;5.2;5.9;-
Bergen - Florida;SN50540;16.02.2023 22:00;2.1;4.8;4.2;5
Bergen - Florida;SN50540;16.02.2023 23:00;0.9;4.4;5.3;-
Bergen - Florida;SN50540;17.02.2023 00:00;0.1;4.7;5.2;-
Bergen - Florida;SN50540;17.02.2023 01:00;0.1;5;5.1;-
Bergen - Florida;SN50540;17.02.2023 02:00;2.5;4.8;4.8;-
Bergen - Florida;SN50540;17.02.2023 03:00;3.6;4.8;3.9;-
Bergen - Florida;SN50540;17.02.2023 04:00;1.3;5.6;4;-
Bergen - Florida;SN50540;17.02.2023 05:00;1.1;5.5;3.2;-
Bergen - Florida;SN50540;17.02.2023 06:00;1.3;5.6;6.1;-
Bergen - Florida;SN50540;17.02.2023 07:00;2.3;5;7;10
Bergen - Florida;SN50540;17.02.2023 08:00;1.2;4.6;7.4;-
Bergen - Florida;SN50540;17.02.2023 09:00;0.8;4.7;7.1;-
Bergen - Florida;SN50540;17.02.2023 10:00;0.5;5.7;8;9
Bergen - Florida;SN50540;17.02.2023 11:00;0.6;6.4;8.5;-
Bergen - Florida;SN50540;17.02.2023 12:00;0.8;7;6.9;-
Bergen - Florida;SN50540;17.02.2023 13:00;1.9;7.1;3.9;10
Bergen - Florida;SN50540;17.02.2023 14:00;3;5.5;9.6;-
Bergen - Florida;SN50540;17.02.2023 15:00;0.8;4.5;10.7;-
Bergen - Florida;SN50540;17.02.2023 16:00;0.2;5.5;13.9;5
Bergen - Florida;SN50540;17.02.2023 17:00;0;5.4;13.8;-
Bergen - Florida;SN50540;17.02.2023 18:00;0;5.6;14.3;-
Bergen - Florida;SN50540;17.02.2023 19:00;0;5;11.4;3
Bergen - Florida;SN50540;17.02.2023 20:00;0;4.1;10.3;-
Bergen - Florida;SN50540;17.02.2023 21:00;0;4.4;8;-
Bergen - Florida;SN50540;17.02.2023 22:00;0;4.3;6.5;5
Bergen - Florida;SN50540;17.02.2023 23:00;0.1;2.9;7.8;-
Bergen - Florida;SN50540;18.02.2023 00:00;0.7;2.8;3.3;-
Bergen - Florida;SN50540;18.02.2023 01:00;0.6;2.5;5.2;-
Bergen - Florida;SN50540;18.02.2023 02:00;0.4;2.4;3.8;-
Bergen - Florida;SN50540;18.02.2023 03:00;1.2;2.4;5.2;-
Bergen - Florida;SN50540;18.02.2023 04:00;0.1;2.4;5.2;-
Bergen - Florida;SN50540;18.02.2023 05:00;0.2;2.4;4.8;-
Bergen - Florida;SN50540;18.02.2023 06:00;0.5;1.8;5.5;-
Bergen - Florida;SN50540;18.02.2023 07:00;0.2;1.7;5.4;3
Bergen - Florida;SN50540;18.02.2023 08:00;0.1;1.6;3.4;-
Bergen - Florida;SN50540;18.02.2023 09:00;0.7;0.8;5.7;-
Bergen - Florida;SN50540;18.02.2023 10:00;0;1.5;4;2
Bergen - Florida;SN50540;18.02.2023 11:00;0.1;2.2;3.5;-
Bergen - Florida;SN50540;18.02.2023 12:00;0;4.4;3.1;-
Bergen - Florida;SN50540;18.02.2023 13:00;0;2.9;4.8;3
Bergen - Florida;SN50540;18.02.2023 14:00;0;4;2.5;-
Bergen - Florida;SN50540;18.02.2023 15:00;0;3.7;5;-
Bergen - Florida;SN50540;18.02.2023 16:00;0;2.4;5.2;2
Bergen - Florida;SN50540;18.02.2023 17:00;0;2.3;5.6;-
Bergen - Florida;SN50540;18.02.2023 18:00;0;1.6;4.4;-
Bergen - Florida;SN50540;18.02.2023 19:00;0.3;0.9;2.6;3
Bergen - Florida;SN50540;18.02.2023 20:00;0.2;0.5;1.5;-
Bergen - Florida;SN50540;18.02.2023 21:00;0;0.1;2.3;-
Bergen - Florida;SN50540;18.02.2023 22:00;0;0;2.7;2
Bergen - Florida;SN50540;18.02.2023 23:00;0.1;-0.3;3.1;-
Bergen - Florida;SN50540;19.02.2023 00:00;0;0;2;-
Bergen - Florida;SN50540;19.02.2023 01:00;0;-0.1;1.6;-
Bergen - Florida;SN50540;19.02.2023 02:00;0;-0.1;2.3;-
Bergen - Florida;SN50540;19.02.2023 03:00;0;0.3;2.6;-
Bergen - Florida;SN50540;19.02.2023 04:00;0.1;0.7;3;-
Bergen - Florida;SN50540;19.02.2023 05:00;0.4;0.3;3.7;-
Bergen - Florida;SN50540;19.02.2023 06:00;0.6;0.4;4.8;-
Bergen - Florida;SN50540;19.02.2023 07:00;0.2;0.5;4;12
Bergen - Florida;SN50540;19.02.2023 08:00;0;0.8;3.9;-
Bergen - Florida;SN50540;19.02.2023 09:00;0;1.5;4.2;-
Bergen - Florida;SN50540;19.02.2023 10:00;0;1.8;3.6;2
Bergen - Florida;SN50540;19.02.2023 11:00;0;3.2;2.8;-
Bergen - Florida;SN50540;19.02.2023 12:00;0;3.9;1.8;-
Bergen - Florida;SN50540;19.02.2023 13:00;0;4.2;3.5;4
Bergen - Florida;SN50540;19.02.2023 14:00;0;4.4;3.7;-
Bergen - Florida;SN50540;19.02.2023 15:00;0;4.2;3.9;-
Bergen - Florida;SN50540;19.02.2023 16:00;0.2;4.1;4.6;9
Bergen - Florida;SN50540;19.02.2023 17:00;0.2;4.1;5.2;-
Bergen - Florida;SN50540;19.02.2023 18:00;0.8;3.9;4.6;-
Bergen - Florida;SN50540;19.02.2023 19:00;2.3;4.1;4.8;9
Bergen - Florida;SN50540;19.02.2023 20:00;2.6;3.8;7;-
Bergen - Florida;SN50540;19.02.2023 21:00;3.2;3;7.6;-
Bergen - Florida;SN50540;19.02.2023 22:00;1.1;3.3;8.8;9
Bergen - Florida;SN50540;19.02.2023 23:00;1.1;4.2;8.6;-
Bergen - Florida;SN50540;20.02.2023 00:00;5.3;5.3;8.5;-
Bergen - Florida;SN50540;20.02.2023 01:00;7.5;6.8;8;-
Bergen - Florida;SN50540;20.02.2023 02:00;6.5;8.4;5.1;-
Bergen - Florida;SN50540;20.02.2023 03:00;2.2;8.9;8;-
Bergen - Florida;SN50540;20.02.2023 04:00;1.6;8.4;8.8;-
Bergen - Florida;SN50540;20.02.2023 05:00;0;8.2;9.4;-
Bergen - Florida;SN50540;20.02.2023 06:00;0;7.5;8.9;-
Bergen - Florida;SN50540;20.02.2023 07:00;0.1;6.8;9.6;4
Bergen - Florida;SN50540;20.02.2023 08:00;0;7.1;8.8;-
Bergen - Florida;SN50540;20.02.2023 09:00;0;7.4;7.1;-
Bergen - Florida;SN50540;20.02.2023 10:00;0.2;5.7;8.8;4
Bergen - Florida;SN50540;20.02.2023 11:00;0.7;6.3;8.4;-
Bergen - Florida;SN50540;20.02.2023 12:00;0.1;7.3;8.4;-
Bergen - Florida;SN50540;20.02.2023 13:00;0.2;6.1;8;4
Bergen - Florida;SN50540;20.02.2023 14:00;0;7;7.9;-
Bergen - Florida;SN50540;20.02.2023 15:00;0;7.4;8.1;-
Bergen - Florida;SN50540;20.02.2023 16:00;0;6.8;8.9;4
Bergen - Florida;SN50540;20.02.2023 17:00;0.5;6.9;10.1;-
Bergen - Florida;SN50540;20.02.2023 18:00;1.1;4.7;10.6;-
Bergen - Florida;SN50540;20.02.2023 19:00;0;6.4;9.7;4
Bergen - Florida;SN50540;20.02.2023 20:00;0.7;6.5;11.3;-
Bergen - Florida;SN50540;20.02.2023 21:00;0.2;6.3;10.2;-
Bergen - Florida;SN50540;20.02.2023 22:00;0.3;5.8;9.7;4
Bergen - Florida;SN50540;20.02.2023 23:00;0.1;6.1;10;-
Bergen - Florida;SN50540;21.02.2023 00:00;0;6.4;7.4;-
Bergen - Florida;SN50540;21.02.2023 01:00;0.2;5.8;6.6;-
Bergen - Florida;SN50540;21.02.2023 02:00;0.3;5.9;5;-
Bergen - Florida;SN50540;21.02.2023 03:00;0.2;5.8;5.4;-
Bergen - Florida;SN50540;21.02.2023 04:00;0.1;5.6;4.1;-
Bergen - Florida;SN50540;21.02.2023 05:00;0.1;5.1;3.7;-
Bergen - Florida;SN50540;21.02.2023 06:00;0;4.8;1.8;-
Bergen - Florida;SN50540;21.02.2023 07:00;0;4.8;1.1;5
Bergen - Florida;SN50540;21.02.2023 08:00;0;4.8;2.9;-
Bergen - Florida;SN50540;21.02.2023 09:00;0;4.9;3.7;-
Bergen - Florida;SN50540;21.02.2023 10:00;0.2;5.4;1.9;5
Bergen - Florida;SN50540;21.02.2023 11:00;0;5.9;2.6;-
Bergen - Florida;SN50540;21.02.2023 12:00;0;6.9;3.4;-
Bergen - Florida;SN50540;21.02.2023 13:00;0;7.2;3.2;3
Bergen - Florida;SN50540;21.02.2023 14:00;0.1;6.4;4.7;-
Bergen - Florida;SN50540;21.02.2023 15:00;0;6.6;3.4;-
Bergen - Florida;SN50540;21.02.2023 16:00;0;7.1;5.4;4
Bergen - Florida;SN50540;21.02.2023 17:00;0;6.8;4.7;-
Bergen - Florida;SN50540;21.02.2023 18:00;0;6.5;4.7;-
Bergen - Florida;SN50540;21.02.2023 19:00;0;6.2;2.9;4
Bergen - Florida;SN50540;21.02.2023 20:00;0;6.1;3.3;-
Bergen - Florida;SN50540;21.02.2023 21:00;0;6;3.6;-
Bergen - Florida;SN50540;21.02.2023 22:00;0;6.2;4.8;9
Bergen - Florida;SN50540;21.02.2023 23:00;0.2;5.9;6.4;-
Bergen - Florida;SN50540;22.02.2023 00:00;0.1;5.6;5.6;-
Bergen - Florida;SN50540;22.02.2023 01:00;0;5.6;8.2;-
Bergen - Florida;SN50540;22.02.2023 02:00;0;5.9;8.8;-
Bergen - Florida;SN50540;22.02.2023 03:00;0;5.4;7.7;-
Bergen - Florida;SN50540;22.02.2023 04:00;0;5.3;6.7;-
Bergen - Florida;SN50540;22.02.2023 05:00;0;5.5;7.3;-
Bergen - Florida;SN50540;22.02.2023 06:00;0.3;5.5;7.1;-
Bergen - Florida;SN50540;22.02.2023 07:00;0.3;5.7;7;9
Bergen - Florida;SN50540;22.02.2023 08:00;0.6;5.8;7;-
Bergen - Florida;SN50540;22.02.2023 09:00;0.8;5.9;5.9;-
Bergen - Florida;SN50540;22.02.2023 10:00;0.4;6.2;5.4;46
Bergen - Florida;SN50540;22.02.2023 11:00;0.1;6.3;5.1;-
Bergen - Florida;SN50540;22.02.2023 12:00;1.1;6.3;5.2;-
Bergen - Florida;SN50540;22.02.2023 13:00;0.9;6.3;5.2;46
Bergen - Florida;SN50540;22.02.2023 14:00;0.3;6.4;4.5;-
Bergen - Florida;SN50540;22.02.2023 15:00;1.9;6.2;4.8;-
Bergen - Florida;SN50540;22.02.2023 16:00;2.9;6.2;5.3;9
Bergen - Florida;SN50540;22.02.2023 17:00;3.6;6.1;4.8;-
Bergen - Florida;SN50540;22.02.2023 18:00;4.5;5.9;4.7;-
Bergen - Florida;SN50540;22.02.2023 19:00;5.5;5.6;4.5;10
Bergen - Florida;SN50540;22.02.2023 20:00;6.5;3;4.1;-
Bergen - Florida;SN50540;22.02.2023 21:00;1.1;2.7;3.7;-
Bergen - Florida;SN50540;22.02.2023 22:00;1;2.9;4.3;10
Bergen - Florida;SN50540;22.02.2023 23:00;0.6;2.8;6.3;-
Bergen - Florida;SN50540;23.02.2023 00:00;0;3.2;6.1;-
Bergen - Florida;SN50540;23.02.2023 01:00;0;3.1;6;-
Bergen - Florida;SN50540;23.02.2023 02:00;0;2.7;5.3;-
Bergen - Florida;SN50540;23.02.2023 03:00;0;2.1;4.6;-
Bergen - Florida;SN50540;23.02.2023 04:00;0.2;2.2;4.7;-
Bergen - Florida;SN50540;23.02.2023 05:00;0.2;2.7;5.3;-
Bergen - Florida;SN50540;23.02.2023 06:00;0;2.6;5.4;-
Bergen - Florida;SN50540;23.02.2023 07:00;0;2.1;5.8;4
Bergen - Florida;SN50540;23.02.2023 08:00;0;1.9;4.6;-
Bergen - Florida;SN50540;23.02.2023 09:00;0;2.1;2.6;-
Bergen - Florida;SN50540;23.02.2023 10:00;0;2.6;1.8;4
Bergen - Florida;SN50540;23.02.2023 11:00;0;3.1;2.3;-
Bergen - Florida;SN50540;23.02.2023 12:00;0;4.2;3.4;-
Bergen - Florida;SN50540;23.02.2023 13:00;0;3.6;4.3;4
Bergen - Florida;SN50540;23.02.2023 14:00;0;3.7;6.8;-
Bergen - Florida;SN50540;23.02.2023 15:00;0;3.5;6.4;-
Bergen - Florida;SN50540;23.02.2023 16:00;0;3.1;7.4;4
Bergen - Florida;SN50540;23.02.2023 17:00;0;1.8;7.7;-
Bergen - Florida;SN50540;23.02.2023 18:00;0.6;0.6;9.1;-
Bergen - Florida;SN50540;23.02.2023 19:00;1;0.5;9.5;13
Bergen - Florida;SN50540;23.02.2023 20:00;1.3;0.7;10;-
Bergen - Florida;SN50540;23.02.2023 21:00;2.3;1.6;10.4;-
Bergen - Florida;SN50540;23.02.2023 22:00;2.2;2.1;8.5;4
Bergen - Florida;SN50540;23.02.2023 23:00;0.5;1.9;3.9;-
Bergen - Florida;SN50540;24.02.2023 00:00;0.1;1.9;3.2;-
Bergen - Florida;SN50540;24.02.2023 01:00;0.2;1.9;2.5;-
Bergen - Florida;SN50540;24.02.2023 02:00;0;1.9;3.1;-
Bergen - Florida;SN50540;24.02.2023 03:00;0;1.9;3.3;-
Bergen - Florida;SN50540;24.02.2023 04:00;0;1.8;1.4;-
Bergen - Florida;SN50540;24.02.2023 05:00;0;2.1;2.1;-
Bergen - Florida;SN50540;24.02.2023 06:00;0.4;2.2;4.1;-
Bergen - Florida;SN50540;24.02.2023 07:00;0.1;2.3;8.1;46
Bergen - Florida;SN50540;24.02.2023 08:00;0;3;8.8;-
Bergen - Florida;SN50540;24.02.2023 09:00;0;3.7;9.1;-
Bergen - Florida;SN50540;24.02.2023 10:00;0;3.8;10.5;3
Bergen - Florida;SN50540;24.02.2023 11:00;0;4.1;10.2;-
Bergen - Florida;SN50540;24.02.2023 12:00;0;4;10.8;-
Bergen - Florida;SN50540;24.02.2023 13:00;0;5.2;11.1;2
Bergen - Florida;SN50540;24.02.2023 14:00;0;5.2;9.8;-
Bergen - Florida;SN50540;24.02.2023 15:00;0;5.3;10;-
Bergen - Florida;SN50540;24.02.2023 16:00;0;4.8;8.5;2
Bergen - Florida;SN50540;24.02.2023 17:00;0;3.6;9.3;-
Bergen - Florida;SN50540;24.02.2023 18:00;0;3.2;8.4;-
Bergen - Florida;SN50540;24.02.2023 19:00;0;2.4;6.6;1
Bergen - Florida;SN50540;24.02.2023 20:00;0;2.2;6.6;-
Bergen - Florida;SN50540;24.02.2023 21:00;0;2.1;7.3;-
Bergen - Florida;SN50540;24.02.2023 22:00;0;1.8;6.3;1
Bergen - Florida;SN50540;24.02.2023 23:00;0;1.5;5.8;-
Bergen - Florida;SN50540;25.02.2023 00:00;0;0.6;5.4;-
Bergen - Florida;SN50540;25.02.2023 01:00;0;0.8;4.7;-
Bergen - Florida;SN50540;25.02.2023 02:00;0;0.4;2.9;-
Bergen - Florida;SN50540;25.02.2023 03:00;0;0.6;4.4;-
Bergen - Florida;SN50540;25.02.2023 04:00;0;0.8;4.7;-
Bergen - Florida;SN50540;25.02.2023 05:00;0;1;5.8;-
Bergen - Florida;SN50540;25.02.2023 06:00;0;-0.2;4.1;-
Bergen - Florida;SN50540;25.02.2023 07:00;0;-0.6;2.7;1
Bergen - Florida;SN50540;25.02.2023 08:00;0;-0.4;2.4;-
Bergen - Florida;SN50540;25.02.2023 09:00;0;1.5;5.4;-
Bergen - Florida;SN50540;25.02.2023 10:00;0;3;4.7;2
Bergen - Florida;SN50540;25.02.2023 11:00;0;3.7;4;-
Bergen - Florida;SN50540;25.02.2023 12:00;0;4;5.4;-
Bergen - Florida;SN50540;25.02.2023 13:00;0;4.7;7.6;2
Bergen - Florida;SN50540;25.02.2023 14:00;0;5;7.2;-
Bergen - Florida;SN50540;25.02.2023 15:00;0;5.3;7.2;-
Bergen - Florida;SN50540;25.02.2023 16:00;0;4.5;6.8;2
Bergen - Florida;SN50540;25.02.2023 17:00;0;3.7;5.3;-
Bergen - Florida;SN50540;25.02.2023 18:00;0;2.7;4.6;-
Bergen - Florida;SN50540;25.02.2023 19:00;0;2.2;3.5;2
Bergen - Florida;SN50540;25.02.2023 20:00;0;2.1;3.7;-
Bergen - Florida;SN50540;25.02.2023 21:00;0;1.7;3.8;-
Bergen - Florida;SN50540;25.02.2023 22:00;0;1.2;2.4;2
Bergen - Florida;SN50540;25.02.2023 23:00;0;0.6;2.4;-
Bergen - Florida;SN50540;26.02.2023 00:00;0;1.4;1.9;-
Bergen - Florida;SN50540;26.02.2023 01:00;0;2.1;3.9;-
Bergen - Florida;SN50540;26.02.2023 02:00;0;1.2;3.8;-
Bergen - Florida;SN50540;26.02.2023 03:00;0;0.8;4.8;-
Bergen - Florida;SN50540;26.02.2023 04:00;0;0.4;2.9;-
Bergen - Florida;SN50540;26.02.2023 05:00;0;0.3;3.3;-
Bergen - Florida;SN50540;26.02.2023 06:00;0;0.3;3.9;-
Bergen - Florida;SN50540;26.02.2023 07:00;0;0.5;4.2;3
Bergen - Florida;SN50540;26.02.2023 08:00;0;0.9;4;-
Bergen - Florida;SN50540;26.02.2023 09:00;0;1.3;5.1;-
Bergen - Florida;SN50540;26.02.2023 10:00;0;1.7;4.9;4
Bergen - Florida;SN50540;26.02.2023 11:00;0;2.3;3.3;-
Bergen - Florida;SN50540;26.02.2023 12:00;0;3.6;4;-
Bergen - Florida;SN50540;26.02.2023 13:00;0;3.6;3.7;4
Bergen - Florida;SN50540;26.02.2023 14:00;0;4.4;4.4;-
Bergen - Florida;SN50540;26.02.2023 15:00;0;6;3.8;-
Bergen - Florida;SN50540;26.02.2023 16:00;0;4.9;3.6;9
Bergen - Florida;SN50540;26.02.2023 17:00;0;5.1;3.5;-
Bergen - Florida;SN50540;26.02.2023 18:00;0;4;3.4;-
Bergen - Florida;SN50540;26.02.2023 19:00;0;3.8;3.6;4
Bergen - Florida;SN50540;26.02.2023 20:00;0;3.3;4.7;-
Bergen - Florida;SN50540;26.02.2023 21:00;0;3.1;4.3;-
Bergen - Florida;SN50540;26.02.2023 22:00;0;2.3;4.3;2
Bergen - Florida;SN50540;26.02.2023 23:00;0;1.4;2.3;-
Bergen - Florida;SN50540;27.02.2023 00:00;0;0.9;2.6;-
Bergen - Florida;SN50540;27.02.2023 01:00;0;0.9;1.7;-
Bergen - Florida;SN50540;27.02.2023 02:00;0;1.6;2.9;-
Bergen - Florida;SN50540;27.02.2023 03:00;0;1.3;2.1;-
Bergen - Florida;SN50540;27.02.2023 04:00;0;1.2;2;-
Bergen - Florida;SN50540;27.02.2023 05:00;0;1.2;2.8;-
Bergen - Florida;SN50540;27.02.2023 06:00;0;1;2.1;-
Bergen - Florida;SN50540;27.02.2023 07:00;0;0.8;2.4;15
Bergen - Florida;SN50540;27.02.2023 08:00;0;0.4;2.4;-
Bergen - Florida;SN50540;27.02.2023 09:00;0;0.6;3.4;-
Bergen - Florida;SN50540;27.02.2023 10:00;0;1.8;4.2;3
Bergen - Florida;SN50540;27.02.2023 11:00;0;3.5;5.1;-
Bergen - Florida;SN50540;27.02.2023 12:00;0;4.7;7.1;-
Bergen - Florida;SN50540;27.02.2023 13:00;0;6.3;5.9;1
Bergen - Florida;SN50540;27.02.2023 14:00;0;8.1;4.6;-
Bergen - Florida;SN50540;27.02.2023 15:00;0;8.7;5.2;-
Bergen - Florida;SN50540;27.02.2023 16:00;0;8.4;5.2;1
Bergen - Florida;SN50540;27.02.2023 17:00;0;6.2;5.4;-
Bergen - Florida;SN50540;27.02.2023 18:00;0;5;5;-
Bergen - Florida;SN50540;27.02.2023 19:00;0;4.3;2.5;1
Bergen - Florida;SN50540;27.02.2023 20:00;0;3.4;2.4;-
Bergen - Florida;SN50540;27.02.2023 21:00;0;1.5;3.1;-
Bergen - Florida;SN50540;27.02.2023 22:00;0;1.4;1.6;1
Bergen - Florida;SN50540;27.02.2023 23:00;0;0.8;1.9;-
Bergen - Florida;SN50540;28.02.2023 00:00;0;0.3;2;-
Bergen - Florida;SN50540;28.02.2023 01:00;0;0.2;2.9;-
Bergen - Florida;SN50540;28.02.2023 02:00;0;-0.3;1.6;-
Bergen - Florida;SN50540;28.02.2023 03:00;0;-0.1;2.1;-
Bergen - Florida;SN50540;28.02.2023 04:00;0;-0.4;1.2;-
Bergen - Florida;SN50540;28.02.2023 05:00;0;0;1.7;-
Bergen - Florida;SN50540;28.02.2023 06:00;0;1;5.1;-
Bergen - Florida;SN50540;28.02.2023 07:00;0;0.8;6;1
Bergen - Florida;SN50540;28.02.2023 08:00;0;1.6;5;-
Bergen - Florida;SN50540;28.02.2023 09:00;0;2.4;5;-
Bergen - Florida;SN50540;28.02.2023 10:00;0;4.9;4.2;2
Bergen - Florida;SN50540;28.02.2023 11:00;0;5.7;4.8;-
Bergen - Florida;SN50540;28.02.2023 12:00;0;7.7;5.6;-
Bergen - Florida;SN50540;28.02.2023 13:00;0;8.7;7.5;2
Bergen - Florida;SN50540;28.02.2023 14:00;0;8.9;8.4;-
Bergen - Florida;SN50540;28.02.2023 15:00;0;9.1;8.4;-
Bergen - Florida;SN50540;28.02.2023 16:00;0;8.3;8.1;1
Bergen - Florida;SN50540;28.02.2023 17:00;0;6.6;6.8;-
Bergen - Florida;SN50540;28.02.2023 18:00;0;5.8;7.2;-
Bergen - Florida;SN50540;28.02.2023 19:00;0;4.9;6.2;1
Bergen - Florida;SN50540;28.02.2023 20:00;0;4.3;3.7;-
Bergen - Florida;SN50540;28.02.2023 21:00;0;4.2;3.9;-
Bergen - Florida;SN50540;28.02.2023 22:00;0;4;2.9;1
Bergen - Florida;SN50540;28.02.2023 23:00;0;3.3;3.5;-
Bergen - Florida;SN50540;01.03.2023 00:00;0;3.3;3.7;-
Bergen - Florida;SN50540;01.03.2023 01:00;0;3;3.9;-
Bergen - Florida;SN50540;01.03.2023 02:00;0;3;3.7;-
Bergen - Florida;SN50540;01.03.2023 03:00;0;3;3.8;-
Bergen - Florida;SN50540;01.03.2023 04:00;0;2.7;3.2;-
Bergen - Florida;SN50540;01.03.2023 05:00;0;3.2;3.9;-
Bergen - Florida;SN50540;01.03.2023 06:00;0;2.7;3.9;-
Bergen - Florida;SN50540;01.03.2023 07:00;0;2.4;4;1
Bergen - Florida;SN50540;01.03.2023 08:00;0;2.4;4.3;-
Bergen - Florida;SN50540;01.03.2023 09:00;0;3.4;3.8;-
Bergen - Florida;SN50540;01.03.2023 10:00;0;5.1;3.6;1
Bergen - Florida;SN50540;01.03.2023 11:00;0;6.9;3.5;-
Bergen - Florida;SN50540;01.03.2023 12:00;0;8.5;4.3;-
Bergen - Florida;SN50540;01.03.2023 13:00;0;9.1;5.3;1
Bergen - Florida;SN50540;01.03.2023 14:00;0;9.9;5.5;-
Bergen - Florida;SN50540;01.03.2023 15:00;0;10.3;5.6;-
Bergen - Florida;SN50540;01.03.2023 16:00;0;9.3;7.4;1
Bergen - Florida;SN50540;01.03.2023 17:00;0;7.4;6.9;-
Bergen - Florida;SN50540;01.03.2023 18:00;0;5.8;5.5;-
Bergen - Florida;SN50540;01.03.2023 19:00;0;5.3;4.3;1
Bergen - Florida;SN50540;01.03.2023 20:00;0;5.1;4.5;-
Bergen - Florida;SN50540;01.03.2023 21:00;0;4.4;3.4;-
Bergen - Florida;SN50540;01.03.2023 22:00;0;4;2.6;1
Bergen - Florida;SN50540;01.03.2023 23:00;0;2.3;2.1;-
Bergen - Florida;SN50540;02.03.2023 00:00;0;1.1;1.7;-
Bergen - Florida;SN50540;02.03.2023 01:00;0;0.8;2.3;-
Bergen - Florida;SN50540;02.03.2023 02:00;0;0;2.5;-
Bergen - Florida;SN50540;02.03.2023 03:00;0;-0.3;1.7;-
Bergen - Florida;SN50540;02.03.2023 04:00;0;-0.6;0.7;-
Bergen - Florida;SN50540;02.03.2023 05:00;0;-0.8;0.8;-
Bergen - Florida;SN50540;02.03.2023 06:00;0;-1.2;0.9;-
Bergen - Florida;SN50540;02.03.2023 07:00;0;-1.2;1.8;1
Bergen - Florida;SN50540;02.03.2023 08:00;0;-1.1;2.1;-
Bergen - Florida;SN50540;02.03.2023 09:00;0;0.3;2;-
Bergen - Florida;SN50540;02.03.2023 10:00;0;3.1;0.9;2
Bergen - Florida;SN50540;02.03.2023 11:00;0;4.4;1;-
Bergen - Florida;SN50540;02.03.2023 12:00;0;6.3;3.9;-
Bergen - Florida;SN50540;02.03.2023 13:00;0;6.7;3.3;1
Bergen - Florida;SN50540;02.03.2023 14:00;0;8;4.2;-
Bergen - Florida;SN50540;02.03.2023 15:00;0;8.1;5.8;-
Bergen - Florida;SN50540;02.03.2023 16:00;0;8.4;5.2;2
Bergen - Florida;SN50540;02.03.2023 17:00;0;6.5;5.1;-
Bergen - Florida;SN50540;02.03.2023 18:00;0;5.2;6.5;-
Bergen - Florida;SN50540;02.03.2023 19:00;0;4.2;4.9;2
Bergen - Florida;SN50540;02.03.2023 20:00;0;3.4;4.6;-
Bergen - Florida;SN50540;02.03.2023 21:00;0;1.8;2.2;-
Bergen - Florida;SN50540;02.03.2023 22:00;0;1.7;2.4;1
Bergen - Florida;SN50540;02.03.2023 23:00;0;0.8;1.9;-
Bergen - Florida;SN50540;03.03.2023 00:00;0;0.1;2.7;-
Bergen - Florida;SN50540;03.03.2023 01:00;0;-0.4;2.4;-
Bergen - Florida;SN50540;03.03.2023 02:00;0;-1.2;1.1;-
Bergen - Florida;SN50540;03.03.2023 03:00;0;-0.8;0.9;-
Bergen - Florida;SN50540;03.03.2023 04:00;0;-1.4;0.7;-
Bergen - Florida;SN50540;03.03.2023 05:00;0;-1.3;1.5;-
Bergen - Florida;SN50540;03.03.2023 06:00;0;-0.5;2;-
Bergen - Florida;SN50540;03.03.2023 07:00;0;0.3;1.9;3
Bergen - Florida;SN50540;03.03.2023 08:00;0;0.8;2.7;-
Bergen - Florida;SN50540;03.03.2023 09:00;0.3;1.2;2.3;-
Bergen - Florida;SN50540;03.03.2023 10:00;0;2.5;1.8;4
Bergen - Florida;SN50540;03.03.2023 11:00;0;3.3;1.4;-
